Code 2019 Only,Questions in 2019
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
RSHRSTA01,"Currently, does your agency share resources (such as funding, staff, or equipment) with other states on a continuous, recurring (non-emergency) basis?"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
RSERSTA01,For which services or functions does your agency share resources with other states? - All hazards preparedness and response
RSERSTA02,For which services or functions does your agency share resources with other states? - Epidemiology or surveillance 
RSERSTA03,For which services or functions does your agency share resources with other states? - Inspections 
RSERSTA04,For which services or functions does your agency share resources with other states? - Clinical services
RSERSTA05,For which services or functions does your agency share resources with other states? - Administrative services
RSERSTA06,For which services or functions does your agency share resources with other states? - Other 
RSERSTA06A,For which services or functions does your agency share resources with other states? - Other (specified) 
RSERSTA07,For which services or functions does your agency share resources with other states? - None of the above 
,
RSHRTRB01,"Currently, does your agency share resources (such as funding, staff, or equipment) with tribes on a continuous, recurring (non-emergency) basis?"
RSERTRB01,For which services or functions does your agency share resources with tribes - All hazards preparedness and response
RSERTRB02,For which services or functions does your agency share resources with tribes - Epidemiology or surveillance 
RSERTRB03,For which services or functions does your agency share resources with tribes - Inspections 
RSERTRB04,For which services or functions does your agency share resources with tribes - Clinical services
RSERTRB05,For which services or functions does your agency share resources with tribes - Administrative services
RSERTRB06,For which services or functions does your agency share resources with tribes - Other
RSERTRB06A,For which services or functions does your agency share resources with tribes - Other (specified) 
RSERTRB07,For which services or functions does your agency share resources with tribes - None of the above
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
RHIATRN01,"Has anyone in your state public health agency led, funded, or supported a Health Impact Assessment (HIA) training in the past two years? For the purposes of this question, a Health Impact Assessment is defined as “a combination of procedures, methods, and tools by which a policy, program, or project may be judged as to its potential effects on the health of a population, and the distribution of those effects within the population” (1999 Gothenburg consensus statement). "
RHIALED01,"Has anyone in your state public health agency led, funded, or supported a Health Impact Assessment (HIA) in the past two years?"
,
RNUMHIA01,"How many HIAs has your state public health agency led, funded, or supported in the past two years?"
APHAACO01 ,"Does your state public health agency participate in an HIA Advisory Committee? HIA Advisory Committee is an interdisciplinary leadership group established in the scoping phase of the HIA (or existing from previous HIAs) that sets parameters and directs the development and implementation of the HIA. This group makes decisions related to indicators, priorities, etc. and can act as champions during the reporting phase"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Part 3,Health Agency Structure and Governance
GSTRPHA01,Which best describes the structure of your state/territorial public health agency?
,
,
,
,
,
,
,
,
,
,
,
,
,
,Please indicate how many of each type of health agency currently exists in your state.
GSHATYP01,Independent local health agencies (led by staff employed by local government)
,
GSHATYP02,State-run local health agencies (led by staff employed by state government)
GSHATYP03,Independent regional or district offices (led by non-state employees)
GSHATYP04,State-run regional or district offices (led by state employees)
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
GPHABUD01,What was your public health agency’s total budget for--FY17
GPHABUD02,What was your public health agency’s total budget for--FY18
Part 4,Workforce
4.1a,Please indicate the current number of employees (exclude temporary and contract workers) and current number of FTEs working in your state public health agency. 
WNUMSTF01,Number of employees
WNUMSTF02,Number of Full-time Equivalents (FTEs)
WNUMSTFCLAR,Number of employees - clarification to response
4.1b,Please indicate the current number of temporary and contract workers (including interns) working in your state public health agency.
WNUMSTF03,Number of temporary and contract workers
4.2,Please indicate the current number of employees in the following categories
,
,
,
WNUMWRK04,Number of state/territory employees assigned to local health departments
WNUMWRK05,Number of state/territory employees assigned to regional/district offices
WNUMWRK06,Number of state/territory employees assigned to the central office
WNUMWRK07,Number of state/territory employees assigned elsewhere
,
,
WNUMWRKCLAR,Number of state/territory workers-clarifications to response
WOCCBFO01,Business and financial operations staff - Total current FTE count
WOCCBFO02,Business and financial operations staff - Minimum Annual Salary Range
WOCCBFO03,Business and financial operations staff - Maximum Annual Salary Range
WOCCBFO06,Business and financial operations staff - Total current contractors and temporary workers
WOCCADM01,Office and Administrative support - Total current FTE count
WOCCADM02,Office and Administrative support - Minimum Annual Salary Range
WOCCADM03,Office and Administrative support - Maximum Annual Salary Range
WOCCADM06,Office and Administrative support - Total current contractors and temporary workers
,
WOCCPHN01,Public Health Nurse - Total current FTE count
WOCCPHN02,Public Health Nurse - Minimum Annual Salary Range
WOCCPHN03,Public Health Nurse - Maximum Annual Salary Range
WOCCPHN06,Public Health Nurse - Total contractors and temps
,
WOCCNPR01,Nurse Practitioner - Total current FTE count
WOCCNPR02,Nurse Practitioner - Minimum Annual Salary Range
WOCCNPR03,Nurse Practitioner - Maximum Annual Salary Range
WOCCNPR06,Nurse Practitioner - Total contractors and temps
,
WOCCPAS01,Physician Assistant - Total current FTE count
WOCCPAS02,Physician Assistant - Minimum Annual Salary Range
WOCCPAS03,Physician Assistant - Maximum Annual Salary Range
WOCCPAS06,Physician Assistant - Total contractors and temps
,
WOCCENV01,Environmental Health Workers- Total current FTE count
WOCCENV02,Environmental Health Workers - Minimum Annual Salary Range
WOCCENV03,Environmental Health Workers - Maximum Annual Salary Range
WOCCENV06,Environmental Health Workers - Total contractors and temps
,
WOCCLAB01,Laboratory Worker- Total current FTE count
WOCCLAB02,Laboratory Worker - Minimum Annual Salary Range
WOCCLAB03,Laboratory Worker - Maximum Annual Salary Range
WOCCLAB06,Laboratory Worker - Total contractors and temps
,
WOCCPHM01,Executive leadership - Total current FTE count
WOCCPHM02,Executive leadership - Minimum Annual Salary Range
WOCCPHM03,Executive leadership - Maximum Annual Salary Range
WOCCPHM06,Executive leadership - Total contractors and temps
,
WOCCSOC01,Behavioral health staff- Total current FTE count
WOCCSOC02,Behavioral Health Staff - Minimum Annual Salary Range
WOCCSOC03,Behavioral health staff - Maximum Annual Salary Range
WOCCSOC06,Behavioral health staff  - Total contractors and temps
,
WOCCEPI01,Epidemiologist/Statistician- Total current FTE count
WOCCEPI02,Epidemiologist/Statistician - Minimum Annual Salary Range
WOCCEPI03,Epidemiologist/Statistician - Maximum Annual Salary Range
WOCCEPI06,Epidemiologist/Statistician  - Total contractors and temps
,
WOCCHED01,Health Educator- Total current FTE count
WOCCHED02,Health Educator - Minimum Annual Salary Range
WOCCHED03,Health Educator - Maximum Annual Salary Range
WOCCHED06,Health Educator  - Total contractors and temps
,
WOCCPHI01,Public health informatics specialist- Total current FTE count
WOCCPHI02,Public health informatics specialist - Minimum Annual Salary Range
WOCCPHI03,Public health informatics specialist - Maximum Annual Salary Range
WOCCPHI06,Public health informatics specialist  - Total contractors and temps
,
WOCCNUT01,Nutritionist- Total current FTE count
WOCCNUT02,Nutritionist - Minimum Annual Salary Range
WOCCNUT03,Nutritionist - Maximum Annual Salary Range
WOCCNUT06,Nutritionist  - Total contractors and temps
,
WOCCPHP01,Public Health Physician- Total current FTE count
WOCCPHP02,Public Health Physician - Minimum Annual Salary Range
WOCCPHP03,Public Health Physician - Maximum Annual Salary Range
WOCCPHP06,Public Health Physician  - Total contractors and temps
,
WOCCPIS01,Public information specialist- Total current FTE count
WOCCPIS02,Public information specialist - Minimum Annual Salary Range
WOCCPIS03,Public information specialist - Maximum Annual Salary Range
WOCCPIS06,Public information specialist  - Total contractors and temps
,
WOCCPRP01,Preparedness staff- Total current FTE count
WOCCPRP02,Preparedness staff - Minimum Annual Salary Range
WOCCPRP03,Preparedness staff- Maximum Annual Salary Range
WOCCPRP06,Preparedness staff  - Total contractors and temps
,
WOCCOHP01,Oral health professional- Total current FTE count
WOCCOHP02,Oral health professional- Minimum Annual Salary Range
WOCCOHP03,Oral health professional- Maximum Annual Salary Range
WOCCOHP06,Oral health professional - Total contractors and temps
,
,
,
,
,
WOCCQIS01,Quality improvement specialist- Total current FTE count
WOCCQIS02,Quality improvement specialist- Minimum Annual Salary Range
WOCCQIS03,Quality improvement specialist- Maximum Annual Salary Range
WOCCQIS06,Quality improvement specialist - Total contractors and temps
WOCCOTA01,Other (A)- Total current FTE count
,
,
,
WOCCOTA05,Other Occupational Classification (A) - Other Specify
WOCCOTA06,Other A - Total contractors and temps
WOCCOTB01,Other Occupational Classification (B)- Total current FTE count
,
,
,
WOCCOTB05,Other (B) Specify
WOCCOTB06,Other B - Total contractors and temps
WOCCOTC01,Other Occupational Classification (C)- Total current FTE count
,
,
,
WOCCOTC05,Other (C) Specify
WOCCOTC05,Other C - Total contractors and temps
WOCCOTD01,Other Occupational Classification (D)- Total current FTE count
,
,
,
WOCCOTD05,Other Occupational Classification (D) Specify
WOCCOTD06,Other D - Total contractors and temps
WOCCCAV01,"For each occupational classification listed in the following table, please provide the total current FTE count, the annual salary range and employee and fringe benefits for staff working in your state/territorial public health agency - Please use this text box to write in any relevant caveats or clarifications to your response"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
PHWINSusage,I affirm that the state health official has agreed to allow ASTHO to utilize select data from the 2017 Public Health Workforce Interests and Needs Survey (PH WINS) to supplement information on occupational classification salary ranges and workforce demographics. 
WPCTRAC01,What percentage of staff working at your SHA is in each racial category?  % White
WPCTRAC02,What percentage of staff working at your SHA is in each racial category?  % Black or African American
WPCTRAC03,What percentage of staff working at your SHA is in each racial category?  % American Indian/Alaska Native
WPCTRAC04,What percentage of staff working at your SHA is in each racial category?  % Asian
WPCTRAC05,What percentage of staff working at your SHA is in each racial category?  % Native Hawaiian or Pacific Islander
,
WPCTRAC07,What percentage of staff working at your SHA is in each racial category?  % Two or more Races
WPCTRAC08,What percentage of staff working at your SHA is in each racial category?  % Missing Data on Race
WPCTRAC08A,What percentage of staff working at your SHA is in each racial category?- Please use this text box to write in any relevant caveats or clarifications to your response
WPCTETH01,What percentage of staff working at your SHA is in each ethnic category?  _____% Hispanic or Latino 
WPCTETH02,What percentage of staff working at your SHA is in each ethnic category?  _____% Not Hispanic or Latino 
WPCTETH03,What percentage of staff working at your SHA is in each ethnic category?  _____% Missing Data on Hispanic/Latino ethnicity  
WPCTETH03A,What percentage of staff working at your SHA is in each ethnic category?- Please use this text box to write in any relevant caveats or clarifications to your response
WPCTGEN01,What is the gender breakdown of your staff?    _____% Male
WPCTGEN02,What is the gender breakdown of your staff?    _____% Female
WPCTGEN03,What is the gender breakdown of your staff?    _____% Non-binary/other
WPCTGEN04,What is the gender breakdown of your staff?    _____% Missing data on gender
WPCTGEN02A,What is the gender breakdown of your staff?- any relevant caveats or clarifications to your response
WAVGAGE01,"What are the average age (total age for all employees divided by total number of employees), median age (the value of the middle age for all employees), and average number of years of service (total years of service for all employees divided by the total number of employees) for current full-time health agency employees? - Average Age of Employee"
WAVGAGE02,"What are the average age (total age for all employees divided by total number of employees), median age (the value of the middle age for all employees), and average number of years of service (total years of service for all employees divided by the total number of employees) for current full-time health agency employees?   Median Age of Employee"
WAVGAGE03,"What are the average age (total age for all employees divided by total number of employees), median age (the value of the middle age for all employees), and average number of years of service (total years of service for all employees divided by the total number of employees) for current full-time health agency employees? - Average Number of Years of Service"
WAVGAGE03A,"What are the average age (total age for all employees divided by total number of employees), median age (the value of the middle age for all employees), and average number of years of service (total years of service for all employees divided by the total number of employees) for current full-time health agency employees? - any relevant caveats or clarifications to your response"
WAGENEW01,What was the average age of new employees hired for fiscal year 2017? - Average Age in Fiscal Year 2017: 
,
,
WAGENEW03A,What was the average age of new employees hired for fiscal year 2017?- any relevant caveats or clarifications to your response
WTRNNUM01,How many non-temporary employees have separated from your state/territory's public health workforce over the past three fiscal years (please include retirements in this number) - Number who left agency in Fiscal Year 2016
WTRNNUM02,How many non-temporary employees have separated from your state/territory's public health workforce over the past three fiscal years (please include retirements in this number) - Number who left agency in Fiscal Year 2017
WTRNNUM03,How many non-temporary employees have separated from your state/territory's public health workforce over the past three fiscal years (please include retirements in this number) - Number who left agency in Fiscal Year 2018
WTRNNUM03A,How many non-temporary employees have separated from your state/territory's public health workforce over the past three fiscal years (please include retirements in this number) - Number who left agency- any relevant caveats or clarifications to your response 
,
,
,
,
WNUMREC01,How many positions are being actively recruited by your HR department?  
WNUMREC01A,How many positions are being actively recruited by your HR department?- Any relevant caveats or clarifications to your response
WPCTRET01,What is the percentage of current full-time classified employees who will be eligible for retirement for each of the following fiscal years?  Fiscal year 2019
WPCTRET02,What is the percentage of current full-time classified employees who will be eligible for retirement for each of the following fiscal years?  Fiscal year 2020
WPCTRET03,What is the percentage of current full-time classified employees who will be eligible for retirement for each of the following fiscal years?  Fiscal year 2021
WPCTRET04,What is the percentage of current full-time classified employees who will be eligible for retirement for each of the following fiscal years?  Fiscal year 2022
WPCTRET05,What is the percentage of current full-time classified employees who will be eligible for retirement for each of the following fiscal years?  Fiscal year 2023
WPCTRET05A,What is the percentage of current full-time classified employees who will be eligible for retirement for each of the following fiscal years? Any relevant caveats or clarifications to your response
,
,
,
,
,
,
,
,
,
WAPPSHO01,Who appoints the state/territorial health official in your state/territory?
WAPPSHO01A,Who appoints the state/territorial health official in your state/territory? Other (specified)
WCNFSHO01,Who confirms the appointment of the state/territorial health official in your state/territory?
WCNFSHO01A,Who confirms the appointment of the state/territorial health official in your state/territory in your state/territory? Other (specified)
WSHOTRM01,Is the state/territorial health official appointed to a specific term?
WLNGTRM01,How long is the term? (in years)
WTRMSET01,How is the term set?
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
WSHOREP01,To whom does the state/territorial health official directly report?
WSHOREP01A,To whom does the state/territorial health official directly report? Other (specified)
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
WSTTREQ01,What are the official statutory requirements for the state/territorial health official?  MD or DO
,
,
,
,
,
,
,
WSTTREQ09,What are the official statutory requirements for the state/territorial health official?  None
WSTTREQ10,What are the official statutory requirements for the state/territorial health official? Other
WSTTREQ10A,What are the official statutory requirements for the state/territorial health official?  Other(specify)
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
WANNSAL01,What is the state/territorial health official’s current annual salary?
WSALDIF01,Does your state/territory provide a salary differential if the state/territorial health official possesses a medical degree?  
WSALDIF01A,Does your state/territory provide a salary differential if the state/territorial health official possesses a medical degree?  Yes (Specify salary differential:$______)
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
WDEVDIR01,Does your state/territorial health agency have a designated workforce development director?
WLDRTRN01,Does your state/territorial health agency currently offer leadership development training to its employees?
Part 5,Finance
FTEXSGF01,Total FY16 Expenditures - State General Funds
FTEXOSF01,Total FY16 Expenditures - Other State Funds
FTEXFED01,Total FY16 Expenditures - Federal Funds
FTEXOTH01,Total FY16 Expenditures - Other Sources
FTEXSGF02,Total FY17 Expenditures - State General Funds
FTEXOSF02,Total FY17 Expenditures - Other State Funds
FTEXFED02,Total FY17 Expenditures - Federal Funds
FTEXOTH02,Total FY17 Expenditures - Other Sources
FTEXSGF03,Total FY18 Expenditures - State General Funds
FTEXOSF03,Total FY18 Expenditures - Other State Funds
FTEXFED03,Total FY18 Expenditures - Federal Funds
FTEXOTH03,Total FY18 Expenditures - Other Sources
FTEXCAV01,"In the space provided below, please record any caveats regarding the expenditures reported for above (e.g. any difficulties in reporting on fiscal data in the timeframe requested, the inclusion or exclusion of expenditures by the funding sources listed, or other footnote information to clarify any variation in reporting).            "
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
FEXPCHR02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Chronic Disease - State General Funds - FY18"
,
FEXPCHR04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each category listed in the chart below.  Chronic Disease - Other State Funds - FY18"
,
FEXPCHR06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Chronic Disease - Federal Funds - FY18"
,
,
,
FEXPCHR10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Chronic Disease -Other Sources - FY18"
FEXPCHR00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Chronic Disease - I do not have data on expenditures for this category "
,
FEXPINF02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Infectious Disease - State/Territory General Funds - FY18"
,
FEXPINF04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each category listed in the chart below.  Infectious Disease - Other State Funds - FY18"
,
FEXPINF06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Infectious Disease - Federal Funds - FY18"
,
,
,
FEXPINF10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Infectious Disease -Other Sources - FY18"
FEXPINF00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Infectious Disease - I do not have data on expenditures for this category - FY18"
,
FEXPINJ02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each category listed in the chart below.  Injury Prevention -State General Funds - FY18"
,
FEXPINJ04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Injury Prevention - Other State Funds - FY18"
,
FEXPINJ06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Injury Prevention - Federal Funds - FY18"
,
,
,
FEXPINJ10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Injury Prevention -Other Sources - FY18"
FEXPINJ00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Injury Prevention - I do not have data on expenditures for this category - FY18"
,
FEXPWIC02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  WIC - State General Funds - FY18"
,
FEXPWIC04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  WIC - Other State Funds - FY18"
,
FEXPWIC06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  WIC - Federal Funds - FY18"
,
,
,
FEXPWIC10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  WIC -Other Sources - FY18"
FEPWIC00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  WIC - I do not have data on expenditures for this category - FY18"
,
FEXPENV02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Environmental Health- State General Funds - FY18"
,
FEXPENV04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Environmental Health - Other State Funds - FY18"
,
FEXPENV06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Environmental Health - Federal Funds - FY18"
,
,
,
FEXPENV10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Environmental Health -Other Sources - FY18"
FEXPENV00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Environmental Health - I do not have data on expenditures for this category - FY18"
,
FEXPCON02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Clinical Services/Consumer Care- State General Funds - FY18"
,
FEXPCON04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Clinical Services/Consumer Care- Other State Funds - FY18"
,
FEXPCON06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Clinical Services/Consumer Care- Federal Funds - FY18"
,
,
,
FEXPCON10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Clinical Services/Consumer Care-Other Sources - FY18"
FEXPCON00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Clinical Services/Consumer Care- I do not have data on expenditures for this category - FY18"
,
FEXPHAZ02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below. All Hazards Preparedness and Response - State General Funds - FY18"
,
FEXPHAZ04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below. All Hazards Preparedness and Response - Other State Funds - FY18"
,
FEXPHAZ06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below. All Hazards Preparedness and Response - Federal Funds - FY18"
,
,
,
FEXPHAZ10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below. All Hazards Preparedness and Response -Other Sources - FY18"
FEXPHAZ00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below. All Hazards Preparedness and Response - I do not have on expenditures for this category - FY18"
,
FEXPQUA02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Quality of Health Services - State General Funds - FY18"
,
FEXPQUA04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Quality of Health Services - Other State Funds - FY18"
,
FEXPQUA06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Quality of Health Services - Federal Funds - FY18"
,
,
,
FEXPQUA10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Quality of Health Services -Other Sources - FY18"
FEXPQUA00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Quality of Health Services -I do not have data on expenditures for this category - FY18"
,
FEXPDAT02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Health Data - State General Funds - FY18"
,
FEXPDAT04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Health Data - Other State Funds - FY18"
,
FEXPDAT06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Health Data -Federal Funds - FY18"
,
,
,
FEXPDAT10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Health Data -Other Sources - FY18"
FEXPDAT00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Health Data - I do not have data on expenditures for this category - FY18"
,
FEXPLAB02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Health Laboratory - State General Funds - FY18"
,
FEXPLAB04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Health Laboratory - Other State Funds - FY18"
,
FEXPLAB06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Health Laboratory - Federal Funds - FY18"
,
,
,
FEXPLAB10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each category listed in the chart below.  Health Laboratory -Other Sources - FY18"
FEXPLAB00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state/territorial health agency for each category listed in the chart below.  Health Laboratory - I do not have data on expenditures for this category - FY18"
,
FEXPVIT02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Vital Statistics - State General Funds - FY18"
,
FEXPVIT04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Vital Statistics - Other State Funds - FY18"
,
FEXPVIT06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Vital Statistics - Federal Funds - FY18"
,
,
,
FEXPVIT10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Vital Statistics -Other Sources - FY18"
FEXPLAB00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Vital Statistics - I do not have data on expenditures for this category - FY18"
,
FEXPADM02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Administration - State General Funds - FY18"
,
FEXPADM04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Administration - Other State Funds - FY18"
,
FEXPADM06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Administration - Federal Funds - FY18"
,
,
,
FEXPADM10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Administration -Other Sources - FY18"
FEXPADM00,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Administration - I do not have data on expenditures for this category - FY18"
,
FEXPOTH02,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Other - State General Funds - FY18"
,
FEXPOTH04,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Other - Other State Funds - FY18"
,
FEXPOTH06,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Other - Federal Funds - FY18"
,
,
,
FEXPOTH10,"For fiscal year 2018, please report actual expenditures (to the nearest dollar amount) for the state health agency for each category listed in the chart below.  Other -Other Sources - FY18"
